[11:58:34] [main/INFO]: ModLauncher running: args [--username, LinksApprentice, --version, forge-47.3.0, --gameDir, D:\MC modding\Instances\Path Accesion, --assetsDir, D:\MC modding\Install\assets, --assetIndex, 5, --uuid, 2236429e762746aba45224c7749b303b, --accessToken, ????????, --clientId, 109f488-8ff088-1d3e2f-ff479f-111595, --xuid, 2535405300899345, --userType, msa, --versionType, release, --width, 2560, --height, 1440, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[11:58:34] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Eclipse Adoptium; OS Windows 11 arch amd64 version 10.0
	at gg.essential.model.file.ParticleEffectComponents$Direction$Serializer.selectDeserializer(ParticlesFile.kt:354) ~[?:?]
	at kotlinx.serialization.json.JsonContentPolymorphicSerializer.deserialize(JsonContentPolymorphicSerializer.kt:93) ~[?:?]
	at kotlinx.serialization.json.internal.StreamingJsonDecoder.decodeSerializableValue(StreamingJsonDecoder.kt:69) ~[?:?]
	at kotlinx.serialization.encoding.AbstractDecoder.decodeSerializableValue(AbstractDecoder.kt:43) ~[?:?]
	at kotlinx.serialization.encoding.AbstractDecoder.decodeSerializableElement(AbstractDecoder.kt:70) ~[?:?]
	at kotlinx.serialization.json.internal.StreamingJsonDecoder.decodeSerializableElement(StreamingJsonDecoder.kt:168) ~[?:?]
	at gg.essential.model.file.ParticleEffectComponents$EmitterShapeBox$$serializer.deserialize(ParticlesFile.kt:378) ~[?:?]
	at gg.essential.model.file.ParticleEffectComponents$EmitterShapeBox$$serializer.deserialize(ParticlesFile.kt:378) ~[?:?]
	at kotlinx.serialization.json.internal.StreamingJsonDecoder.decodeSerializableValue(StreamingJsonDecoder.kt:69) ~[?:?]
	at kotlinx.serialization.encoding.AbstractDecoder.decodeSerializableValue(AbstractDecoder.kt:43) ~[?:?]
	at kotlinx.serialization.encoding.AbstractDecoder.decodeNullableSerializableElement(AbstractDecoder.kt:78) ~[?:?]
	at gg.essential.model.file.ParticleEffectComponents$$serializer.deserialize(ParticlesFile.kt:178) ~[?:?]
	at gg.essential.model.file.ParticleEffectComponents$$serializer.deserialize(ParticlesFile.kt:178) ~[?:?]
	at kotlinx.serialization.json.internal.StreamingJsonDecoder.decodeSerializableValue(StreamingJsonDecoder.kt:69) ~[?:?]
	at kotlinx.serialization.encoding.AbstractDecoder.decodeSerializableValue(AbstractDecoder.kt:43) ~[?:?]
	at kotlinx.serialization.encoding.AbstractDecoder.decodeSerializableElement(AbstractDecoder.kt:70) ~[?:?]
	at kotlinx.serialization.json.internal.StreamingJsonDecoder.decodeSerializableElement(StreamingJsonDecoder.kt:168) ~[?:?]
	at gg.essential.model.file.ParticlesFile$ParticleEffect$$serializer.deserialize(ParticlesFile.kt:59) ~[?:?]
	at gg.essential.model.file.ParticlesFile$ParticleEffect$$serializer.deserialize(ParticlesFile.kt:59) ~[?:?]
	at kotlinx.serialization.json.internal.StreamingJsonDecoder.decodeSerializableValue(StreamingJsonDecoder.kt:69) ~[?:?]
	at kotlinx.serialization.encoding.AbstractDecoder.decodeSerializableValue(AbstractDecoder.kt:43) ~[?:?]
	at kotlinx.serialization.encoding.AbstractDecoder.decodeSerializableElement(AbstractDecoder.kt:70) ~[?:?]
	at kotlinx.serialization.json.internal.StreamingJsonDecoder.decodeSerializableElement(StreamingJsonDecoder.kt:168) ~[?:?]
	at gg.essential.model.file.ParticlesFile$$serializer.deserialize(ParticlesFile.kt:52) ~[?:?]
	at gg.essential.model.file.ParticlesFile$$serializer.deserialize(ParticlesFile.kt:52) ~[?:?]
	at kotlinx.serialization.json.internal.StreamingJsonDecoder.decodeSerializableValue(StreamingJsonDecoder.kt:69) ~[?:?]
	at kotlinx.serialization.json.Json.decodeFromString(Json.kt:107) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.AssetLoader$JsonAssetType$3.invoke(AssetLoader.kt:337) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.AssetLoader$JsonAssetType$3.invoke(AssetLoader.kt:336) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.AssetLoader$getAsset$1$future$1.invoke(AssetLoader.kt:91) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.AssetLoader$getAsset$1$future$1.invoke(AssetLoader.kt:89) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.AssetLoader$getAsset$1.invoke$lambda$0(AssetLoader.kt:89) ~[?:?]
	at java.util.concurrent.CompletableFuture$UniApply.tryFire(Unknown Source) ~[?:?]
	at java.util.concurrent.CompletableFuture$Completion.exec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(Unknown Source) ~[?:?]
[11:58:58] [ForkJoinPool.commonPool-worker-9/ERROR]: An error occurred building event handler
java.lang.ClassNotFoundException: kotlin.jvm.internal.Lambda
	at jdk.internal.loader.BuiltinClassLoader.loadClass(Unknown Source) ~[?:?]
	at jdk.internal.loader.ClassLoaders$AppClassLoader.loadClass(Unknown Source) ~[?:?]
	at java.lang.ClassLoader.loadClass(Unknown Source) ~[?:?]
	at net.minecraftforge.eventbus.EventSubclassTransformer.buildEvents(EventSubclassTransformer.java:97) ~[eventbus-6.0.5.jar:?]
	at net.minecraftforge.eventbus.EventSubclassTransformer.transform(EventSubclassTransformer.java:48) ~[eventbus-6.0.5.jar:?]
	at net.minecraftforge.eventbus.EventBusEngine.processClass(EventBusEngine.java:26) ~[eventbus-6.0.5.jar:?]
	at net.minecraftforge.eventbus.service.ModLauncherService.processClassWithFlags(ModLauncherService.java:32) ~[eventbus-6.0.5.jar:6.0.5+6.0.5+master.eb8e549b]
	at cpw.mods.modlauncher.LaunchPluginHandler.offerClassNodeToPlugins(LaunchPluginHandler.java:88) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.ClassTransformer.transform(ClassTransformer.java:120) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.TransformingClassLoader.maybeTransformClassBytes(TransformingClassLoader.java:50) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.cl.ModuleClassLoader.readerToClass(ModuleClassLoader.java:113) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.lambda$findClass$15(ModuleClassLoader.java:219) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.loadFromModule(ModuleClassLoader.java:229) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.findClass(ModuleClassLoader.java:219) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.loadClass(ModuleClassLoader.java:135) ~[securejarhandler-2.1.10.jar:?]
	at java.lang.ClassLoader.loadClass(Unknown Source) ~[?:?]
	at gg.essential.model.file.ParticleEffectComponents$Direction$Outwards.<clinit>(ParticlesFile.kt:346) ~[?:?]
	at gg.essential.model.file.ParticleEffectComponents$Direction$Serializer.selectDeserializer(ParticlesFile.kt:355) ~[?:?]
	at kotlinx.serialization.json.JsonContentPolymorphicSerializer.deserialize(JsonContentPolymorphicSerializer.kt:93) ~[?:?]
	at kotlinx.serialization.json.internal.StreamingJsonDecoder.decodeSerializableValue(StreamingJsonDecoder.kt:69) ~[?:?]
	at kotlinx.serialization.encoding.AbstractDecoder.decodeSerializableValue(AbstractDecoder.kt:43) ~[?:?]
	at kotlinx.serialization.encoding.AbstractDecoder.decodeSerializableElement(AbstractDecoder.kt:70) ~[?:?]
	at kotlinx.serialization.json.internal.StreamingJsonDecoder.decodeSerializableElement(StreamingJsonDecoder.kt:168) ~[?:?]
	at gg.essential.model.file.ParticleEffectComponents$EmitterShapeSphere$$serializer.deserialize(ParticlesFile.kt:410) ~[?:?]
	at gg.essential.model.file.ParticleEffectComponents$EmitterShapeSphere$$serializer.deserialize(ParticlesFile.kt:410) ~[?:?]
	at kotlinx.serialization.json.internal.StreamingJsonDecoder.decodeSerializableValue(StreamingJsonDecoder.kt:69) ~[?:?]
	at kotlinx.serialization.encoding.AbstractDecoder.decodeSerializableValue(AbstractDecoder.kt:43) ~[?:?]
	at kotlinx.serialization.encoding.AbstractDecoder.decodeNullableSerializableElement(AbstractDecoder.kt:78) ~[?:?]
	at gg.essential.model.file.ParticleEffectComponents$$serializer.deserialize(ParticlesFile.kt:178) ~[?:?]
	at gg.essential.model.file.ParticleEffectComponents$$serializer.deserialize(ParticlesFile.kt:178) ~[?:?]
	at kotlinx.serialization.json.internal.StreamingJsonDecoder.decodeSerializableValue(StreamingJsonDecoder.kt:69) ~[?:?]
	at kotlinx.serialization.encoding.AbstractDecoder.decodeSerializableValue(AbstractDecoder.kt:43) ~[?:?]
	at kotlinx.serialization.encoding.AbstractDecoder.decodeSerializableElement(AbstractDecoder.kt:70) ~[?:?]
	at kotlinx.serialization.json.internal.StreamingJsonDecoder.decodeSerializableElement(StreamingJsonDecoder.kt:168) ~[?:?]
	at gg.essential.model.file.ParticlesFile$ParticleEffect$$serializer.deserialize(ParticlesFile.kt:59) ~[?:?]
	at gg.essential.model.file.ParticlesFile$ParticleEffect$$serializer.deserialize(ParticlesFile.kt:59) ~[?:?]
	at kotlinx.serialization.json.internal.StreamingJsonDecoder.decodeSerializableValue(StreamingJsonDecoder.kt:69) ~[?:?]
	at kotlinx.serialization.encoding.AbstractDecoder.decodeSerializableValue(AbstractDecoder.kt:43) ~[?:?]
	at kotlinx.serialization.encoding.AbstractDecoder.decodeSerializableElement(AbstractDecoder.kt:70) ~[?:?]
	at kotlinx.serialization.json.internal.StreamingJsonDecoder.decodeSerializableElement(StreamingJsonDecoder.kt:168) ~[?:?]
	at gg.essential.model.file.ParticlesFile$$serializer.deserialize(ParticlesFile.kt:52) ~[?:?]
	at gg.essential.model.file.ParticlesFile$$serializer.deserialize(ParticlesFile.kt:52) ~[?:?]
	at kotlinx.serialization.json.internal.StreamingJsonDecoder.decodeSerializableValue(StreamingJsonDecoder.kt:69) ~[?:?]
	at kotlinx.serialization.json.Json.decodeFromString(Json.kt:107) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.AssetLoader$JsonAssetType$3.invoke(AssetLoader.kt:337) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.AssetLoader$JsonAssetType$3.invoke(AssetLoader.kt:336) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.AssetLoader$getAsset$1$future$1.invoke(AssetLoader.kt:91) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.AssetLoader$getAsset$1$future$1.invoke(AssetLoader.kt:89) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.AssetLoader$getAsset$1.invoke$lambda$0(AssetLoader.kt:89) ~[?:?]
	at java.util.concurrent.CompletableFuture$UniApply.tryFire(Unknown Source) ~[?:?]
	at java.util.concurrent.CompletableFuture$Completion.exec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(Unknown Source) ~[?:?]
[11:58:58] [ForkJoinPool.commonPool-worker-12/ERROR]: Could not find parent gg/essential/model/file/ParticleEffectComponents$Direction$ObjectAsString for class gg/essential/model/file/ParticleEffectComponents$Direction$InwardsSerializer in classloader jdk.internal.loader.ClassLoaders$AppClassLoader@6f496d9f on thread Thread[ForkJoinPool.commonPool-worker-12,5,main]
[11:58:58] [ForkJoinPool.commonPool-worker-9/ERROR]: Could not find parent gg/essential/model/file/ParticleEffectComponents$Direction$ObjectAsString for class gg/essential/model/file/ParticleEffectComponents$Direction$OutwardsSerializer in classloader jdk.internal.loader.ClassLoaders$AppClassLoader@6f496d9f on thread Thread[ForkJoinPool.commonPool-worker-9,5,main]
[11:58:58] [ForkJoinPool.commonPool-worker-12/ERROR]: An error occurred building event handler
java.lang.ClassNotFoundException: gg.essential.model.file.ParticleEffectComponents$Direction$ObjectAsString
	at jdk.internal.loader.BuiltinClassLoader.loadClass(Unknown Source) ~[?:?]
	at jdk.internal.loader.ClassLoaders$AppClassLoader.loadClass(Unknown Source) ~[?:?]
	at java.lang.ClassLoader.loadClass(Unknown Source) ~[?:?]
	at net.minecraftforge.eventbus.EventSubclassTransformer.buildEvents(EventSubclassTransformer.java:97) ~[eventbus-6.0.5.jar:?]
	at net.minecraftforge.eventbus.EventSubclassTransformer.transform(EventSubclassTransformer.java:48) ~[eventbus-6.0.5.jar:?]
	at net.minecraftforge.eventbus.EventBusEngine.processClass(EventBusEngine.java:26) ~[eventbus-6.0.5.jar:?]
	at net.minecraftforge.eventbus.service.ModLauncherService.processClassWithFlags(ModLauncherService.java:32) ~[eventbus-6.0.5.jar:6.0.5+6.0.5+master.eb8e549b]
	at cpw.mods.modlauncher.LaunchPluginHandler.offerClassNodeToPlugins(LaunchPluginHandler.java:88) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.ClassTransformer.transform(ClassTransformer.java:120) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.TransformingClassLoader.maybeTransformClassBytes(TransformingClassLoader.java:50) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.cl.ModuleClassLoader.readerToClass(ModuleClassLoader.java:113) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.lambda$findClass$15(ModuleClassLoader.java:219) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.loadFromModule(ModuleClassLoader.java:229) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.findClass(ModuleClassLoader.java:219) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.loadClass(ModuleClassLoader.java:135) ~[securejarhandler-2.1.10.jar:?]
	at java.lang.ClassLoader.loadClass(Unknown Source) ~[?:?]
	at gg.essential.model.file.ParticleEffectComponents$Direction$Inwards$1.invoke(ParticlesFile.kt:343) ~[?:?]
	at gg.essential.model.file.ParticleEffectComponents$Direction$Inwards$1.invoke(ParticlesFile.kt:343) ~[?:?]
	at kotlin.SafePublicationLazyImpl.getValue(LazyJVM.kt:107) ~[?:?]
	at gg.essential.model.file.ParticleEffectComponents$Direction$Inwards.get$cachedSerializer(ParticlesFile.kt:343) ~[?:?]
	at gg.essential.model.file.ParticleEffectComponents$Direction$Inwards.serializer(ParticlesFile.kt:343) ~[?:?]
	at gg.essential.model.file.ParticleEffectComponents$Direction$Serializer.selectDeserializer(ParticlesFile.kt:354) ~[?:?]
	at kotlinx.serialization.json.JsonContentPolymorphicSerializer.deserialize(JsonContentPolymorphicSerializer.kt:93) ~[?:?]
	at kotlinx.serialization.json.internal.StreamingJsonDecoder.decodeSerializableValue(StreamingJsonDecoder.kt:69) ~[?:?]
	at kotlinx.serialization.encoding.AbstractDecoder.decodeSerializableValue(AbstractDecoder.kt:43) ~[?:?]
	at kotlinx.serialization.encoding.AbstractDecoder.decodeSerializableElement(AbstractDecoder.kt:70) ~[?:?]
	at kotlinx.serialization.json.internal.StreamingJsonDecoder.decodeSerializableElement(StreamingJsonDecoder.kt:168) ~[?:?]
	at gg.essential.model.file.ParticleEffectComponents$EmitterShapeBox$$serializer.deserialize(ParticlesFile.kt:378) ~[?:?]
	at gg.essential.model.file.ParticleEffectComponents$EmitterShapeBox$$serializer.deserialize(ParticlesFile.kt:378) ~[?:?]
	at kotlinx.serialization.json.internal.StreamingJsonDecoder.decodeSerializableValue(StreamingJsonDecoder.kt:69) ~[?:?]
	at kotlinx.serialization.encoding.AbstractDecoder.decodeSerializableValue(AbstractDecoder.kt:43) ~[?:?]
	at kotlinx.serialization.encoding.AbstractDecoder.decodeNullableSerializableElement(AbstractDecoder.kt:78) ~[?:?]
	at gg.essential.model.file.ParticleEffectComponents$$serializer.deserialize(ParticlesFile.kt:178) ~[?:?]
	at gg.essential.model.file.ParticleEffectComponents$$serializer.deserialize(ParticlesFile.kt:178) ~[?:?]
	at kotlinx.serialization.json.internal.StreamingJsonDecoder.decodeSerializableValue(StreamingJsonDecoder.kt:69) ~[?:?]
	at kotlinx.serialization.encoding.AbstractDecoder.decodeSerializableValue(AbstractDecoder.kt:43) ~[?:?]
	at kotlinx.serialization.encoding.AbstractDecoder.decodeSerializableElement(AbstractDecoder.kt:70) ~[?:?]
	at kotlinx.serialization.json.internal.StreamingJsonDecoder.decodeSerializableElement(StreamingJsonDecoder.kt:168) ~[?:?]
	at gg.essential.model.file.ParticlesFile$ParticleEffect$$serializer.deserialize(ParticlesFile.kt:59) ~[?:?]
	at gg.essential.model.file.ParticlesFile$ParticleEffect$$serializer.deserialize(ParticlesFile.kt:59) ~[?:?]
	at kotlinx.serialization.json.internal.StreamingJsonDecoder.decodeSerializableValue(StreamingJsonDecoder.kt:69) ~[?:?]
	at kotlinx.serialization.encoding.AbstractDecoder.decodeSerializableValue(AbstractDecoder.kt:43) ~[?:?]
	at kotlinx.serialization.encoding.AbstractDecoder.decodeSerializableElement(AbstractDecoder.kt:70) ~[?:?]
	at kotlinx.serialization.json.internal.StreamingJsonDecoder.decodeSerializableElement(StreamingJsonDecoder.kt:168) ~[?:?]
	at gg.essential.model.file.ParticlesFile$$serializer.deserialize(ParticlesFile.kt:52) ~[?:?]
	at gg.essential.model.file.ParticlesFile$$serializer.deserialize(ParticlesFile.kt:52) ~[?:?]
	at kotlinx.serialization.json.internal.StreamingJsonDecoder.decodeSerializableValue(StreamingJsonDecoder.kt:69) ~[?:?]
	at kotlinx.serialization.json.Json.decodeFromString(Json.kt:107) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.AssetLoader$JsonAssetType$3.invoke(AssetLoader.kt:337) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.AssetLoader$JsonAssetType$3.invoke(AssetLoader.kt:336) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.AssetLoader$getAsset$1$future$1.invoke(AssetLoader.kt:91) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.AssetLoader$getAsset$1$future$1.invoke(AssetLoader.kt:89) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.AssetLoader$getAsset$1.invoke$lambda$0(AssetLoader.kt:89) ~[?:?]
	at java.util.concurrent.CompletableFuture$UniApply.tryFire(Unknown Source) ~[?:?]
	at java.util.concurrent.CompletableFuture$Completion.exec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(Unknown Source) ~[?:?]
[11:58:58] [ForkJoinPool.commonPool-worker-9/ERROR]: An error occurred building event handler
java.lang.ClassNotFoundException: gg.essential.model.file.ParticleEffectComponents$Direction$ObjectAsString
	at jdk.internal.loader.BuiltinClassLoader.loadClass(Unknown Source) ~[?:?]
	at jdk.internal.loader.ClassLoaders$AppClassLoader.loadClass(Unknown Source) ~[?:?]
	at java.lang.ClassLoader.loadClass(Unknown Source) ~[?:?]
	at net.minecraftforge.eventbus.EventSubclassTransformer.buildEvents(EventSubclassTransformer.java:97) ~[eventbus-6.0.5.jar:?]
	at net.minecraftforge.eventbus.EventSubclassTransformer.transform(EventSubclassTransformer.java:48) ~[eventbus-6.0.5.jar:?]
	at net.minecraftforge.eventbus.EventBusEngine.processClass(EventBusEngine.java:26) ~[eventbus-6.0.5.jar:?]
	at net.minecraftforge.eventbus.service.ModLauncherService.processClassWithFlags(ModLauncherService.java:32) ~[eventbus-6.0.5.jar:6.0.5+6.0.5+master.eb8e549b]
	at cpw.mods.modlauncher.LaunchPluginHandler.offerClassNodeToPlugins(LaunchPluginHandler.java:88) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.ClassTransformer.transform(ClassTransformer.java:120) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.TransformingClassLoader.maybeTransformClassBytes(TransformingClassLoader.java:50) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.cl.ModuleClassLoader.readerToClass(ModuleClassLoader.java:113) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.lambda$findClass$15(ModuleClassLoader.java:219) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.loadFromModule(ModuleClassLoader.java:229) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.findClass(ModuleClassLoader.java:219) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.loadClass(ModuleClassLoader.java:135) ~[securejarhandler-2.1.10.jar:?]
	at java.lang.ClassLoader.loadClass(Unknown Source) ~[?:?]
	at gg.essential.model.file.ParticleEffectComponents$Direction$Outwards$1.invoke(ParticlesFile.kt:346) ~[?:?]
	at gg.essential.model.file.ParticleEffectComponents$Direction$Outwards$1.invoke(ParticlesFile.kt:346) ~[?:?]
	at kotlin.SafePublicationLazyImpl.getValue(LazyJVM.kt:107) ~[?:?]
	at gg.essential.model.file.ParticleEffectComponents$Direction$Outwards.get$cachedSerializer(ParticlesFile.kt:346) ~[?:?]
	at gg.essential.model.file.ParticleEffectComponents$Direction$Outwards.serializer(ParticlesFile.kt:346) ~[?:?]
	at gg.essential.model.file.ParticleEffectComponents$Direction$Serializer.selectDeserializer(ParticlesFile.kt:355) ~[?:?]
	at kotlinx.serialization.json.JsonContentPolymorphicSerializer.deserialize(JsonContentPolymorphicSerializer.kt:93) ~[?:?]
	at kotlinx.serialization.json.internal.StreamingJsonDecoder.decodeSerializableValue(StreamingJsonDecoder.kt:69) ~[?:?]
	at kotlinx.serialization.encoding.AbstractDecoder.decodeSerializableValue(AbstractDecoder.kt:43) ~[?:?]
	at kotlinx.serialization.encoding.AbstractDecoder.decodeSerializableElement(AbstractDecoder.kt:70) ~[?:?]
	at kotlinx.serialization.json.internal.StreamingJsonDecoder.decodeSerializableElement(StreamingJsonDecoder.kt:168) ~[?:?]
	at gg.essential.model.file.ParticleEffectComponents$EmitterShapeSphere$$serializer.deserialize(ParticlesFile.kt:410) ~[?:?]
	at gg.essential.model.file.ParticleEffectComponents$EmitterShapeSphere$$serializer.deserialize(ParticlesFile.kt:410) ~[?:?]
	at kotlinx.serialization.json.internal.StreamingJsonDecoder.decodeSerializableValue(StreamingJsonDecoder.kt:69) ~[?:?]
	at kotlinx.serialization.encoding.AbstractDecoder.decodeSerializableValue(AbstractDecoder.kt:43) ~[?:?]
	at kotlinx.serialization.encoding.AbstractDecoder.decodeNullableSerializableElement(AbstractDecoder.kt:78) ~[?:?]
	at gg.essential.model.file.ParticleEffectComponents$$serializer.deserialize(ParticlesFile.kt:178) ~[?:?]
	at gg.essential.model.file.ParticleEffectComponents$$serializer.deserialize(ParticlesFile.kt:178) ~[?:?]
	at kotlinx.serialization.json.internal.StreamingJsonDecoder.decodeSerializableValue(StreamingJsonDecoder.kt:69) ~[?:?]
	at kotlinx.serialization.encoding.AbstractDecoder.decodeSerializableValue(AbstractDecoder.kt:43) ~[?:?]
	at kotlinx.serialization.encoding.AbstractDecoder.decodeSerializableElement(AbstractDecoder.kt:70) ~[?:?]
	at kotlinx.serialization.json.internal.StreamingJsonDecoder.decodeSerializableElement(StreamingJsonDecoder.kt:168) ~[?:?]
	at gg.essential.model.file.ParticlesFile$ParticleEffect$$serializer.deserialize(ParticlesFile.kt:59) ~[?:?]
	at gg.essential.model.file.ParticlesFile$ParticleEffect$$serializer.deserialize(ParticlesFile.kt:59) ~[?:?]
	at kotlinx.serialization.json.internal.StreamingJsonDecoder.decodeSerializableValue(StreamingJsonDecoder.kt:69) ~[?:?]
	at kotlinx.serialization.encoding.AbstractDecoder.decodeSerializableValue(AbstractDecoder.kt:43) ~[?:?]
	at kotlinx.serialization.encoding.AbstractDecoder.decodeSerializableElement(AbstractDecoder.kt:70) ~[?:?]
	at kotlinx.serialization.json.internal.StreamingJsonDecoder.decodeSerializableElement(StreamingJsonDecoder.kt:168) ~[?:?]
	at gg.essential.model.file.ParticlesFile$$serializer.deserialize(ParticlesFile.kt:52) ~[?:?]
	at gg.essential.model.file.ParticlesFile$$serializer.deserialize(ParticlesFile.kt:52) ~[?:?]
	at kotlinx.serialization.json.internal.StreamingJsonDecoder.decodeSerializableValue(StreamingJsonDecoder.kt:69) ~[?:?]
	at kotlinx.serialization.json.Json.decodeFromString(Json.kt:107) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.AssetLoader$JsonAssetType$3.invoke(AssetLoader.kt:337) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.AssetLoader$JsonAssetType$3.invoke(AssetLoader.kt:336) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.AssetLoader$getAsset$1$future$1.invoke(AssetLoader.kt:91) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.AssetLoader$getAsset$1$future$1.invoke(AssetLoader.kt:89) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.AssetLoader$getAsset$1.invoke$lambda$0(AssetLoader.kt:89) ~[?:?]
	at java.util.concurrent.CompletableFuture$UniApply.tryFire(Unknown Source) ~[?:?]
	at java.util.concurrent.CompletableFuture$Completion.exec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(Unknown Source) ~[?:?]
[11:58:58] [ForkJoinPool.commonPool-worker-2/ERROR]: Could not find parent kotlinx/serialization/json/JsonTransformingSerializer for class gg/essential/model/util/PairAsListSerializer in classloader jdk.internal.loader.ClassLoaders$AppClassLoader@6f496d9f on thread Thread[ForkJoinPool.commonPool-worker-2,5,main]
[11:58:58] [ForkJoinPool.commonPool-worker-2/ERROR]: An error occurred building event handler
java.lang.ClassNotFoundException: kotlinx.serialization.json.JsonTransformingSerializer
	at jdk.internal.loader.BuiltinClassLoader.loadClass(Unknown Source) ~[?:?]
	at jdk.internal.loader.ClassLoaders$AppClassLoader.loadClass(Unknown Source) ~[?:?]
	at java.lang.ClassLoader.loadClass(Unknown Source) ~[?:?]
	at net.minecraftforge.eventbus.EventSubclassTransformer.buildEvents(EventSubclassTransformer.java:97) ~[eventbus-6.0.5.jar:?]
	at net.minecraftforge.eventbus.EventSubclassTransformer.transform(EventSubclassTransformer.java:48) ~[eventbus-6.0.5.jar:?]
	at net.minecraftforge.eventbus.EventBusEngine.processClass(EventBusEngine.java:26) ~[eventbus-6.0.5.jar:?]
	at net.minecraftforge.eventbus.service.ModLauncherService.processClassWithFlags(ModLauncherService.java:32) ~[eventbus-6.0.5.jar:6.0.5+6.0.5+master.eb8e549b]
